0.00388,-1.28,0.32
0.0039,-1.28,0.32
0.00392,-1.28,0.36
0.00394,-1.24,0.32
0.00396,-1.28,0.32
0.00398,-1.28,0.32
0.004,-1.24,0.28
0.00402,-1.24,0.28
0.00404,-1.28,0.24
0.00406,-1.24,0.24
0.00408,-1.24,0.24
0.0041,-1.24,0.24
0.00412,-1.28,0.2
0.00414,-1.24,0.2
0.00416,-1.24,0.2
0.00418,-1.24,0.24
0.0042,-1.24,0.28
0.00422,-1.24,0.28
0.00424,-1.28,0.24
0.00426,-1.28,0.2
0.00428,-1.28,0.16
0.0043,-1.28,0.2
0.00432,-1.28,0.2
0.00434,-1.28,0.2
0.00436,-1.24,0.2
0.00438,-1.24,0.2
0.0044,-1.28,0.2
0.00442,-1.28,0.2
0.00444,-1.32,0.2
0.00446,-1.32,0.2
0.00448,-1.32,0.2
0.0045,-1.36,0.2
0.00452,-1.32,0.2
0.00454,-1.32,0.2
0.00456,-1.36,0.2
0.00458,-1.36,0.2
0.0046,-1.36,0.2
0.00462,-1.36,0.2
0.00464,-1.36,0.24
0.00466,-1.32,0.2
0.00468,-1.36,0.2
0.0047,-1.36,0.2
0.00472,-1.36,0.2
0.00474,-1.36,0.24
0.00476,-1.36,0.28
0.00478,-1.36,0.28
0.0048,-1.32,0.32
0.00482,-1.32,0.32
0.00484,-1.32,0.2
0.00486,-1.36,0.24
0.00488,-1.32,0.28
0.0049,-1.36,0.24
0.00492,-1.32,0.24
0.00494,-1.32,0.28
0.00496,-1.28,0.28
0.00498,-1.28,0.24
0.005,-1.32,0.24
0.00502,-1.28,0.32
0.00504,-1.28,0.28
0.00506,-1.28,0.32
0.00508,-1.28,0.32
0.0051,-1.28,0.24
0.00512,-1.28,0.24
0.00514,-1.24,0.28
0.00516,-1.24,0.24
0.00518,-1.24,0.24
0.0052,-1.24,0.2
0.00522,-1.2,0.24
0.00524,-1.24,0.2
0.00526,-1.24,0.24
0.00528,-1.24,0.24
0.0053,-1.28,0.24
0.00532,-1.28,0.24
0.00534,-1.28,0.24
0.00536,-1.28,0.24
0.00538,-1.28,0.24
0.0054,-1.24,0.2
0.00542,-1.24,0.2
0.00544,-1.28,0.2
0.00546,-1.28,0.24
0.00548,-1.24,0.2
0.0055,-1.28,0.2
0.00552,-1.32,0.2
0.00554,-1.28,0.2
0.00556,-1.32,0.2
0.00558,-1.32,0.24
0.0056,-1.32,0.24
0.00562,-1.32,0.24
0.00564,-1.28,0.24
0.00566,-1.28,0.24
0.00568,-1.28,0.24
0.0057,-1.32,0.24
0.00572,-1.32,0.24
0.00574,-1.32,0.24
0.00576,-1.32,0.2
0.00578,-1.32,0.2
0.0058,-1.32,0.24
0.00582,-1.32,0.24
0.00584,-1.36,0.24
0.00586,-1.36,0.24
0.00588,-1.32,0.24
0.0059,-1.28,0.28
0.00592,-1.32,0.24
0.00594,-1.28,0.24
0.00596,-1.32,0.28
0.00598,-1.28,0.28
0.006,-1.32,0.32
0.00602,-1.28,0.28
0.00604,-1.32,0.28
0.00606,-1.32,0.28
0.00608,-1.32,0.28
0.0061,-1.32,0.28
0.00612,-1.32,0.28
0.00614,-1.32,0.24
0.00616,-1.28,0.24
0.00618,-1.28,0.24
0.0062,-1.24,0.28
0.00622,-1.24,0.28
0.00624,-1.28,0.32
0.00626,-1.32,0.28
0.00628,-1.28,0.24
0.0063,-1.28,0.24
0.00632,-1.32,0.2
0.00634,-1.32,0.2
0.00636,-1.32,0.24
0.00638,-1.28,0.24
0.0064,-1.28,0.24
0.00642,-1.28,0.24
0.00644,-1.24,0.28
0.00646,-1.28,0.24
0.00648,-1.32,0.24
0.0065,-1.32,0.24
0.00652,-1.28,0.24
0.00654,-1.28,0.28
0.00656,-1.28,0.32
0.00658,-1.32,0.28
0.0066,-1.32,0.28
0.00662,-1.28,0.24
0.00664,-1.28,0.24
0.00666,-1.28,0.28
0.00668,-1.28,0.24
0.0067,-1.28,0.24
0.00672,-1.28,0.24
0.00674,-1.32,0.24
0.00676,-1.32,0.24
0.00678,-1.28,0.24
0.0068,-1.24,0.24
0.00682,-1.24,0.2
0.00684,-1.24,0.2
0.00686,-1.24,0.2
0.00688,-1.28,0.24
0.0069,-1.32,0.2
0.00692,-1.32,0.24
0.00694,-1.32,0.24
0.00696,-1.32,0.2
0.00698,-1.32,0.2
0.007,-1.28,0.2
0.00702,-1.28,0.2
0.00704,-1.24,0.24
0.00706,-1.28,0.24
0.00708,-1.28,0.24
0.0071,-1.28,0.24
0.00712,-1.24,0.24
0.00714,-1.28,0.24
0.00716,-1.32,0.28
0.00718,-1.28,0.24
0.0072,-1.28,0.24
0.00722,-1.28,0.24
0.00724,-1.24,0.24
0.00726,-1.28,0.24
0.00728,-1.24,0.24
0.0073,-1.24,0.2
0.00732,-1.28,0.24
0.00734,-1.24,0.24
0.00736,-1.24,0.2
0.00738,-1.24,0.2
0.0074,-1.24,0.2
0.00742,-1.2,0.24
0.00744,-1.24,0.2
0.00746,-1.24,0.24
0.00748,-1.24,0.24
0.0075,-1.24,0.24
0.00752,-1.28,0.2
0.00754,-1.24,0.2
0.00756,-1.24,0.24
0.00758,-1.24,0.2
0.0076,-1.24,0.24
0.00762,-1.28,0.24
0.00764,-1.28,0.24
0.00766,-1.28,0.2
0.00768,-1.24,0.24
0.0077,-1.28,0.2
0.00772,-1.28,0.24
0.00774,-1.32,0.2
0.00776,-1.32,0.2
0.00778,-1.28,0.2
0.0078,-1.28,0.2
0.00782,-1.28,0.2
0.00784,-1.28,0.2
0.00786,-1.28,0.24
0.00788,-1.32,0.24
0.0079,-1.32,0.2
0.00792,-1.28,0.2
0.00794,-1.28,0.2
0.00796,-1.32,0.2
0.00798,-1.28,0.2
0.008,-1.28,0.24
0.00802,-1.32,0.24
0.00804,-1.32,0.24
0.00806,-1.32,0.2
0.00808,-1.32,0.24
0.0081,-1.32,0.2
0.00812,-1.32,0.2
0.00814,-1.32,0.24
0.00816,-1.28,0.24
0.00818,-1.28,0.24
0.0082,-1.28,0.24
0.00822,-1.24,0.2
0.00824,-1.24,0.24
0.00826,-1.24,0.24
0.00828,-1.32,0.24
0.0083,-1.32,0.24
0.00832,-1.36,0.24
0.00834,-1.32,0.24
0.00836,-1.32,0.2
0.00838,-1.32,0.24
0.0084,-1.32,0.24
0.00842,-1.32,0.24
0.00844,-1.24,0.24
0.00846,-1.28,0.24
0.00848,-1.32,0.24
0.0085,-1.28,0.24
0.00852,-1.28,0.2
0.00854,-1.32,0.2
0.00856,-1.32,0.2
0.00858,-1.32,0.2
0.0086,-1.32,0.2
0.00862,-1.32,0.24
0.00864,-1.32,0.24
0.00866,-1.32,0.24
0.00868,-1.36,0.28
0.0087,-1.36,0.24
0.00872,-1.32,0.24
0.00874,-1.32,0.2
0.00876,-1.32,0.24
0.00878,-1.32,0.2
0.0088,-1.36,0.16
0.00882,-1.32,0.2
0.00884,-1.28,0.2
0.00886,-1.28,0.24
0.00888,-1.28,0.24
0.0089,-1.32,0.2
0.00892,-1.32,0.2
0.00894,-1.32,0.24
0.00896,-1.28,0.2
0.00898,-1.32,0.2
0.009,-1.32,0.2
0.00902,-1.32,0.24
0.00904,-1.32,0.24
0.00906,-1.32,0.24
0.00908,-1.32,0.2
0.0091,-1.32,0.2
0.00912,-1.32,0.24
0.00914,-1.28,0.24
0.00916,-1.32,0.2
0.00918,-1.28,0.2
0.0092,-1.28,0.2
0.00922,-1.32,0.2
0.00924,-1.32,0.2
0.00926,-1.28,0.24
0.00928,-1.32,0.24
0.0093,-1.32,0.2
0.00932,-1.28,0.24
0.00934,-1.28,0.2
0.00936,-1.32,0.2
0.00938,-1.32,0.2
0.0094,-1.28,0.24
0.00942,-1.28,0.2
0.00944,-1.32,0.2
0.00946,-1.28,0.2
0.00948,-1.28,0.24
0.0095,-1.28,0.24
0.00952,-1.28,0.24
0.00954,-1.32,0.24
0.00956,-1.28,0.24
0.00958,-1.32,0.24
0.0096,-1.28,0.24
0.00962,-1.32,0.28
0.00964,-1.32,0.28
0.00966,-1.32,0.28
0.00968,-1.28,0.28
0.0097,-1.28,0.24
0.00972,-1.28,0.2
0.00974,-1.28,0.24
0.00976,-1.28,0.24
0.00978,-1.28,0.24
0.0098,-1.32,0.24
0.00982,-1.24,0.2
0.00984,-1.24,0.24
0.00986,-1.28,0.24
0.00988,-1.24,0.24
0.0099,-1.28,0.24
0.00992,-1.28,0.24
0.00994,-1.28,0.28
0.00996,-1.24,0.28
0.00998,-1.28,0.28
0.01,-1.24,0.28
0.01002,-1.24,0.24
0.01004,-1.24,0.2
0.01006,-1.28,0.2
0.01008,-1.24,0.24
0.0101,-1.28,0.2
0.01012,-1.28,0.24
0.01014,-1.28,0.24
0.01016,-1.28,0.24
0.01018,-1.28,0.24
0.0102,-1.24,0.24
0.01022,-1.24,0.24
0.01024,-1.24,0.24
0.01026,-1.32,0.24
0.01028,-1.32,0.24
0.0103,-1.32,0.24
0.01032,-1.24,0.24
0.01034,-1.28,0.24
0.01036,-1.28,0.2
0.01038,-1.32,0.24
0.0104,-1.32,0.28
0.01042,-1.28,0.28
0.01044,-1.24,0.28
0.01046,-1.24,0.28
0.01048,-1.32,0.24
0.0105,-1.28,0.24
0.01052,-1.24,0.24
0.01054,-1.24,0.24
0.01056,-1.2,0.24
0.01058,-1.24,0.24
0.0106,-1.28,0.24
0.01062,-1.28,0.2
0.01064,-1.28,0.24
0.01066,-1.28,0.2
0.01068,-1.28,0.24
0.0107,-1.28,0.24
0.01072,-1.28,0.24
0.01074,-1.32,0.24
0.01076,-1.32,0.24
0.01078,-1.28,0.32
0.0108,-1.28,0.24
0.01082,-1.32,0.24
0.01084,-1.28,0.28
0.01086,-1.32,0.24
0.01088,-1.32,0.24
0.0109,-1.32,0.24
0.01092,-1.32,0.24
0.01094,-1.32,0.2
0.01096,-6,1.2
0.01098,-6,7.36
0.011,-6,7.32
0.01102,-6,7.32
0.01104,-6,7.32
0.01106,-6,7.32
0.01108,-6,7.32
0.0111,-6,7.32
0.01112,-6,7.32
0.01114,-6,7.32
0.01116,-6,7.32
0.01118,-6,7.32
0.0112,-6,5.84
0.01122,-6,2.48
0.01124,-5,1.24
0.01126,-4.08,0.76
0.01128,-3.64,0.6
0.0113,-3.44,0.64
0.01132,-3.32,0.72
0.01134,-3.2,0.84
0.01136,-3.16,1
0.01138,-3.04,1.12
0.0114,-2.92,1.2
0.01142,-2.76,1.32
0.01144,-2.6,1.48
0.01146,-2.44,1.52
0.01148,-2.24,1.56
0.0115,-2.08,1.68
0.01152,-1.88,1.68
0.01154,-1.68,1.68
0.01156,-1.56,1.64
0.01158,-1.4,1.64
0.0116,-1.2,1.6
0.01162,-1.08,1.48
0.01164,-0.92,1.36
0.01166,-0.84,1.24
0.01168,-0.72,1.12
0.0117,-0.64,1.04
0.01172,-0.6,0.88
0.01174,-0.56,0.72
0.01176,-0.52,0.6
0.01178,-0.52,0.48
0.0118,-0.56,0.28
0.01182,-0.6,0.16
0.01184,-0.64,0.08
0.01186,-0.72,-0.08
0.01188,-0.8,-0.16
0.0119,-0.88,-0.2
0.01192,-1,-0.28
0.01194,-1.08,-0.32
0.01196,-1.16,-0.32
0.01198,-1.28,-0.32
0.012,-1.36,-0.28
0.01202,-1.48,-0.32
0.01204,-1.6,-0.28
0.01206,-1.68,-0.24
0.01208,-1.76,-0.24
0.0121,-1.8,-0.16
0.01212,-1.84,-0.12
0.01214,-1.88,-0.04
0.01216,-1.88,0.08
0.01218,-1.88,0.16
0.0122,-1.92,0.2
0.01222,-1.88,0.28
0.01224,-1.88,0.32
0.01226,-1.84,0.4
0.01228,-1.8,0.48
0.0123,-1.76,0.56
0.01232,-1.76,0.56
0.01234,-1.72,0.6
0.01236,-1.64,0.68
0.01238,-1.64,0.64
0.0124,-1.6,0.68
0.01242,-1.52,0.68
0.01244,-1.48,0.64
0.01246,-1.44,0.6
0.01248,-1.36,0.64
0.0125,-1.32,0.6
0.01252,-1.32,0.6
0.01254,-1.32,0.56
0.01256,-1.24,0.56
0.01258,-1.24,0.56
0.0126,-1.24,0.48
0.01262,-1.24,0.52
0.01264,-1.2,0.48
0.01266,-1.16,0.48
0.01268,-1.16,0.44
0.0127,-1.2,0.4
0.01272,-1.24,0.36
0.01274,-1.24,0.36
0.01276,-1.24,0.36
0.01278,-1.24,0.28
0.0128,-1.24,0.28
0.01282,-1.24,0.32
0.01284,-1.24,0.32
0.01286,-1.24,0.28
0.01288,-1.24,0.28
0.0129,-1.24,0.28
0.01292,-1.28,0.28
0.01294,-1.28,0.28
0.01296,-1.28,0.24
0.01298,-1.28,0.24
0.013,-1.24,0.2
0.01302,-1.28,0.2
0.01304,-1.28,0.2
0.01306,-1.28,0.2
0.01308,-1.28,0.2
0.0131,-1.32,0.16
0.01312,-1.32,0.2
0.01314,-1.32,0.2
0.01316,-1.32,0.2
0.01318,-1.36,0.2
0.0132,-1.32,0.2
0.01322,-1.36,0.24
0.01324,-1.36,0.24
0.01326,-1.4,0.2
0.01328,-1.4,0.24
0.0133,-1.36,0.24
0.01332,-1.44,0.28
0.01334,-1.44,0.24
0.01336,-1.44,0.28
0.01338,-1.44,0.32
0.0134,-1.44,0.32
0.01342,-1.44,0.32
0.01344,-1.4,0.32
0.01346,-1.4,0.32
0.01348,-1.4,0.36
0.0135,-1.44,0.36
0.01352,-1.44,0.4
0.01354,-1.36,0.36
0.01356,-1.32,0.36
0.01358,-1.32,0.36
0.0136,-1.36,0.4
0.01362,-1.32,0.4
0.01364,-1.36,0.36
0.01366,-1.32,0.32
0.01368,-1.28,0.32
0.0137,-1.28,0.32
0.01372,-1.28,0.36
0.01374,-1.24,0.32
0.01376,-1.28,0.32
0.01378,-1.28,0.32
0.0138,-1.28,0.36
0.01382,-1.28,0.36
0.01384,-1.24,0.28
0.01386,-1.24,0.28
0.01388,-1.28,0.28
0.0139,-1.28,0.24
0.01392,-1.28,0.24
0.01394,-1.24,0.24
0.01396,-1.28,0.24
0.01398,-1.32,0.24
0.014,-1.28,0.24
0.01402,-1.28,0.24
0.01404,-1.28,0.28
0.01406,-1.32,0.32
0.01408,-1.32,0.32
0.0141,-1.32,0.28
0.01412,-1.32,0.32
0.01414,-1.32,0.28
0.01416,-1.32,0.24
0.01418,-1.28,0.32
0.0142,-1.28,0.32
0.01422,-1.32,0.32
0.01424,-1.32,0.28
0.01426,-1.32,0.28
0.01428,-1.32,0.28
0.0143,-1.28,0.28
0.01432,-1.28,0.28
0.01434,-1.28,0.28
0.01436,-1.32,0.28
0.01438,-1.32,0.24
0.0144,-1.32,0.24
0.01442,-1.32,0.28
0.01444,-1.28,0.32
0.01446,-1.32,0.24
0.01448,-1.32,0.28
0.0145,-1.32,0.28
0.01452,-1.28,0.28
0.01454,-1.32,0.28
0.01456,-1.32,0.28
0.01458,-1.36,0.28
0.0146,-1.4,0.28
0.01462,-1.36,0.28
0.01464,-1.32,0.32
0.01466,-1.36,0.32
0.01468,-1.36,0.24
0.0147,-1.36,0.28
0.01472,-1.32,0.28
0.01474,-1.32,0.28
0.01476,-1.28,0.28
0.01478,-1.28,0.32
0.0148,-1.28,0.32
0.01482,-1.32,0.28
0.01484,-1.36,0.28
0.01486,-1.32,0.24
0.01488,-1.32,0.28
0.0149,-1.32,0.28
0.01492,-1.32,0.28
0.01494,-1.32,0.24
0.01496,-1.32,0.24
0.01498,-1.28,0.28
0.015,-1.24,0.28
0.01502,-1.24,0.28
0.01504,-1.28,0.24
0.01506,-1.28,0.24
0.01508,-1.32,0.2
0.0151,-1.28,0.24
0.01512,-1.32,0.24
0.01514,-1.32,0.24
0.01516,-1.32,0.24
0.01518,-1.32,0.24
0.0152,-1.32,0.2
0.01522,-1.32,0.2
0.01524,-1.32,0.2
0.01526,-1.32,0.24
0.01528,-1.32,0.24
0.0153,-1.32,0.24
0.01532,-1.28,0.24
0.01534,-1.32,0.24
0.01536,-1.36,0.2
0.01538,-1.36,0.2
0.0154,-1.36,0.24
0.01542,-1.32,0.24
0.01544,-1.32,0.28
0.01546,-1.32,0.28
0.01548,-1.32,0.32
0.0155,-1.36,0.32
0.01552,-1.36,0.28
0.01554,-1.36,0.24
0.01556,-1.32,0.24
0.01558,-1.32,0.28
0.0156,-1.32,0.28
0.01562,-1.32,0.28
0.01564,-1.32,0.32
0.01566,-1.32,0.28
0.01568,-1.28,0.24
0.0157,-1.32,0.2
0.01572,-1.32,0.24
0.01574,-1.32,0.28
0.01576,-1.32,0.24
0.01578,-1.32,0.24
0.0158,-1.36,0.28
0.01582,-1.32,0.28
0.01584,-1.28,0.24
0.01586,-1.28,0.24
0.01588,-1.24,0.24
0.0159,-1.28,0.24
0.01592,-1.28,0.24
0.01594,-1.32,0.24
0.01596,-1.32,0.24
0.01598,-1.28,0.24
0.016,-1.32,0.28
0.01602,-1.28,0.28
0.01604,-1.32,0.28
0.01606,-1.28,0.28
0.01608,-1.28,0.24
0.0161,-1.24,0.24
0.01612,-1.32,0.24
0.01614,-1.32,0.24
0.01616,-1.28,0.2
0.01618,-1.28,0.2
0.0162,-1.28,0.24
0.01622,-1.28,0.24
0.01624,-1.28,0.24
0.01626,-1.32,0.24
0.01628,-1.32,0.24
0.0163,-1.32,0.24
0.01632,-1.32,0.2
0.01634,-1.32,0.2
0.01636,-1.28,0.2
0.01638,-1.28,0.24
0.0164,-1.32,0.24
0.01642,-1.28,0.24
0.01644,-1.32,0.24
0.01646,-1.32,0.2
0.01648,-1.36,0.2
0.0165,-1.36,0.2
0.01652,-1.36,0.2
0.01654,-1.36,0.24
0.01656,-1.36,0.2
0.01658,-1.36,0.24
0.0166,-1.36,0.28
0.01662,-1.36,0.24
0.01664,-1.32,0.28
0.01666,-1.32,0.28
0.01668,-1.32,0.24
0.0167,-1.32,0.24
0.01672,-1.36,0.24
0.01674,-1.36,0.24
0.01676,-1.36,0.24
0.01678,-1.36,0.24
0.0168,-1.28,0.24
0.01682,-1.32,0.24
0.01684,-1.28,0.24
0.01686,-1.28,0.28
0.01688,-1.24,0.28
0.0169,-1.28,0.28
0.01692,-1.24,0.24
0.01694,-1.24,0.24
0.01696,-1.28,0.24
0.01698,-1.24,0.24
0.017,-1.24,0.24
0.01702,-1.24,0.24
0.01704,-1.24,0.24
0.01706,-1.32,0.24
0.01708,-1.28,0.28
0.0171,-1.32,0.28
0.01712,-1.28,0.28
0.01714,-1.32,0.24
0.01716,-1.28,0.24
0.01718,-1.24,0.24
0.0172,-1.28,0.24
0.01722,-1.28,0.24
0.01724,-1.24,0.2
0.01726,-1.28,0.2
0.01728,-1.28,0.2
0.0173,-1.28,0.16
0.01732,-1.32,0.2
0.01734,-1.28,0.2
0.01736,-1.28,0.24
0.01738,-1.24,0.24
0.0174,-1.24,0.24
0.01742,-1.32,0.24
0.01744,-1.32,0.24
0.01746,-1.28,0.24
0.01748,-1.28,0.24
0.0175,-1.32,0.2
0.01752,-1.32,0.2
0.01754,-1.36,0.24
0.01756,-1.32,0.24
0.01758,-1.32,0.28
0.0176,-1.28,0.28
0.01762,-1.32,0.24
0.01764,-1.28,0.24
0.01766,-1.32,0.24
0.01768,-1.32,0.28
0.0177,-1.32,0.28
0.01772,-1.28,0.24
0.01774,-1.28,0.28
0.01776,-1.32,0.24
0.01778,-1.28,0.24
0.0178,-1.28,0.28
0.01782,-1.28,0.2
0.01784,-1.32,0.24
0.01786,-1.36,0.28
0.01788,-1.36,0.24
0.0179,-1.32,0.28
0.01792,-1.32,0.28
0.01794,-1.32,0.32
0.01796,-1.28,0.32
0.01798,-1.32,0.28
0.018,-1.32,0.28
0.01802,-1.28,0.24
0.01804,-1.28,0.24
0.01806,-1.24,0.24
0.01808,-1.28,0.24
0.0181,-1.24,0.28
0.01812,-1.24,0.28
0.01814,-1.28,0.28
0.01816,-1.24,0.24
0.01818,-1.28,0.24
0.0182,-1.28,0.24
0.01822,-1.24,0.24
0.01824,-1.28,0.24
0.01826,-1.24,0.24
0.01828,-1.24,0.2
0.0183,-1.28,0.2
0.01832,-1.28,0.2
0.01834,-1.32,0.2
0.01836,-1.28,0.2
0.01838,-1.32,0.2
0.0184,-1.32,0.2
0.01842,-1.32,0.2
0.01844,-1.36,0.2
0.01846,-1.36,0.2
0.01848,-1.32,0.2
0.0185,-1.28,0.2
0.01852,-1.32,0.2
0.01854,-1.28,0.2
0.01856,-1.32,0.24
0.01858,-1.32,0.2
0.0186,-1.32,0.2
0.01862,-1.32,0.2
0.01864,-1.32,0.2
0.01866,-1.32,0.24
0.01868,-1.32,0.24
0.0187,-1.32,0.24
0.01872,-1.36,0.24
0.01874,-1.32,0.28
0.01876,-1.32,0.28
0.01878,-1.36,0.28
0.0188,-1.32,0.24
0.01882,-1.32,0.24
0.01884,-1.32,0.28
0.01886,-1.32,0.28
0.01888,-1.32,0.28
0.0189,-1.32,0.24
0.01892,-1.32,0.28
0.01894,-1.32,0.24
0.01896,-1.32,0.24
0.01898,-1.28,0.28
0.019,-1.28,0.24
0.01902,-1.28,0.24
0.01904,-1.28,0.24
0.01906,-1.24,0.24
0.01908,-1.24,0.24
0.0191,-1.2,0.28
0.01912,-1.24,0.28
0.01914,-1.28,0.24
0.01916,-1.28,0.24
0.01918,-1.28,0.24
0.0192,-1.28,0.24
0.01922,-1.24,0.2
0.01924,-1.24,0.24
0.01926,-1.2,0.24
0.01928,-1.2,0.24
0.0193,-1.24,0.2
0.01932,-1.28,0.2
0.01934,-1.32,0.24
0.01936,-1.28,0.2
0.01938,-1.24,0.2
0.0194,-1.24,0.2
0.01942,-1.28,0.2
0.01944,-1.28,0.2
0.01946,-1.28,0.2
0.01948,-1.32,0.2
0.0195,-1.32,0.2
0.01952,-1.32,0.2
0.01954,-1.36,0.2
0.01956,-1.32,0.2
0.01958,-1.32,0.2
0.0196,-1.36,0.2
0.01962,-1.36,0.2
0.01964,-1.36,0.2
0.01966,-1.36,0.2
0.01968,-1.36,0.24
0.0197,-1.4,0.24
0.01972,-1.4,0.24
0.01974,-1.4,0.28
0.01976,-1.36,0.24
0.01978,-1.36,0.24
0.0198,-1.36,0.24
0.01982,-1.36,0.28
0.01984,-1.36,0.28
0.01986,-1.36,0.28
0.01988,-1.36,0.24
0.0199,-1.36,0.24
0.01992,-1.36,0.28
0.01994,-1.36,0.24
0.01996,-1.36,0.28
0.01998,-1.36,0.32
0.02,-1.32,0.32
0.02002,-1.32,0.32
0.02004,-1.32,0.32
0.02006,-1.32,0.32
0.02008,-1.32,0.36
0.0201,-1.28,0.36
0.02012,-1.28,0.36
0.02014,-1.24,0.4
0.02016,-1.2,0.36
0.02018,-1.2,0.36
0.0202,-1.2,0.32
0.02022,-1.2,0.32
0.02024,-1.16,0.32
0.02026,-1.16,0.32
0.02028,-1.2,0.32
0.0203,-1.2,0.32
0.02032,-1.2,0.32
0.02034,-1.12,0.32
0.02036,-1.16,0.28
0.02038,-1.12,0.2
0.0204,-1.12,0.2
0.02042,-1.08,0.2
0.02044,-1.12,0.16
0.02046,-1.2,0.12
0.02048,-1.2,0.16
0.0205,-1.24,0.16
0.02052,-1.24,0.12
0.02054,-1.24,0.12
0.02056,-1.2,0.12
0.02058,-1.24,0.12
0.0206,-1.32,0.12
0.02062,-1.32,0.08
0.02064,-1.32,0.08
0.02066,-1.36,0.04
0.02068,-1.36,0.04
0.0207,-1.36,0.08
0.02072,-1.36,0.04
0.02074,-1.4,0.08
0.02076,-1.44,0.08
0.02078,-1.44,0.12
0.0208,-1.48,0.12
0.02082,-1.52,0.12
0.02084,-1.52,0.16
0.02086,-1.56,0.24
0.02088,-1.56,0.24
0.0209,-1.56,0.24
0.02092,-1.56,0.24
0.02094,-1.56,0.28
0.02096,-1.56,0.32
0.02098,-1.52,0.32
0.021,-1.52,0.36
0.02102,-1.52,0.4
0.02104,-1.48,0.44
0.02106,-1.44,0.44
0.02108,-1.44,0.48
0.0211,-1.44,0.48
0.02112,-1.36,0.52
0.02114,-1.32,0.52
0.02116,-1.32,0.52
0.02118,-1.28,0.56
0.0212,-1.24,0.56
0.02122,-1.2,0.56
0.02124,-1.16,0.56
0.02126,-1.12,0.56
0.02128,-1.12,0.56
0.0213,-1.08,0.48
0.02132,-1,0.44
0.02134,-0.96,0.4
0.02136,-0.96,0.4
0.02138,-0.96,0.36
0.0214,-0.96,0.32
0.02142,-0.92,0.28
0.02144,-0.88,0.24
0.02146,-0.92,0.2
0.02148,-0.92,0.12
0.0215,-0.92,0.12
0.02152,-0.92,0.08
0.02154,-0.96,0.04
0.02156,-1,0
0.02158,-1.04,-0.04
0.0216,-1.12,-0.04
0.02162,-1.16,-0.08
0.02164,-1.2,-0.12
0.02166,-1.24,-0.16
0.02168,-1.28,-0.16
0.0217,-1.32,-0.16
0.02172,-1.32,-0.2
0.02174,-1.4,-0.16
0.02176,-1.52,-0.16
0.02178,-1.52,-0.16
0.0218,-1.56,-0.12
0.02182,-1.64,-0.12
0.02184,-1.68,-0.12
0.02186,-1.68,-0.08
0.02188,-1.72,0
0.0219,-1.72,0.08
0.02192,-1.72,0.12
0.02194,-1.72,0.2
0.02196,-1.76,0.24
0.02198,-1.76,0.28
0.022,-1.72,0.32
0.02202,-1.68,0.4
0.02204,-1.68,0.48
0.02206,-1.64,0.48
0.02208,-1.64,0.52
0.0221,-1.6,0.52
0.02212,-1.56,0.6
0.02214,-1.48,0.64
0.02216,-1.4,0.68
0.02218,-1.36,0.64
0.0222,-1.32,0.68
0.02222,-1.32,0.76
0.02224,-1.24,0.68
0.02226,-1.16,0.72
0.02228,-1.16,0.72
0.0223,-1.16,0.64
0.02232,-1.12,0.6
0.02234,-1.04,0.56
0.02236,-0.96,0.56
0.02238,-0.92,0.48
0.0224,-0.88,0.4
0.02242,-0.92,0.4
0.02244,-0.92,0.32
0.02246,-0.92,0.28
0.02248,-0.88,0.24
0.0225,-0.92,0.24
0.02252,-0.96,0.2
0.02254,-0.96,0.12
0.02256,-0.92,0.08
0.02258,-0.96,0.04
0.0226,-1,0
0.02262,-1,0
0.02264,-1.12,-0.04
0.02266,-1.16,-0.04
0.02268,-1.2,-0.08
0.0227,-1.24,-0.12
0.02272,-1.28,-0.12
0.02274,-1.32,-0.12
0.02276,-1.36,-0.12
0.02278,-1.36,-0.08
0.0228,-1.44,-0.04
0.02282,-1.44,-0.04
0.02284,-1.48,0
0.02286,-1.48,0.04
0.02288,-1.52,0.04
0.0229,-1.52,0.08
0.02292,-1.56,0.12
0.02294,-1.56,0.16
0.02296,-1.6,0.2
0.02298,-1.56,0.24
0.023,-1.56,0.24
0.02302,-1.56,0.32
0.02304,-1.56,0.32
0.02306,-1.56,0.32
0.02308,-1.52,0.32
0.0231,-1.48,0.4
0.02312,-1.48,0.44
0.02314,-1.48,0.44
0.02316,-1.44,0.44
0.02318,-1.44,0.44
0.0232,-1.4,0.48
0.02322,-1.36,0.52
0.02324,-1.36,0.48
0.02326,-1.32,0.44
0.02328,-1.32,0.48
0.0233,-1.32,0.48
0.02332,-1.28,0.48
0.02334,-1.24,0.48
0.02336,-1.24,0.44
0.02338,-1.2,0.44
0.0234,-1.2,0.4
0.02342,-1.16,0.4
0.02344,-1.12,0.32
0.02346,-1.12,0.32
0.02348,-1.12,0.32
0.0235,-1.12,0.28
0.02352,-1.12,0.32
0.02354,-1.08,0.32
0.02356,-1.16,0.28
0.02358,-1.16,0.2
0.0236,-1.16,0.2
0.02362,-1.16,0.2
0.02364,-1.16,0.2
0.02366,-1.2,0.16
0.02368,-1.2,0.12
0.0237,-1.2,0.12
0.02372,-1.24,0.12
0.02374,-1.24,0.08
0.02376,-1.28,0.12
0.02378,-1.28,0.16
0.0238,-1.32,0.12
0.02382,-1.28,0.12
0.02384,-1.28,0.12
0.02386,-1.28,0.16
0.02388,-1.32,0.16
0.0239,-1.32,0.12
